analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Brian Mullan,Piper Sandler Companies,570,CMG-US,2025Q1,2025,0.02644410613310135,62318.395,5812,20250205,76
John Staszak,Argus Research,376,CMG-US,2025Q1,2025,0.03296868203566768,62318.395,5812,20250210,71
Mark Kalinowski,Kalinowski Equity Research,3202,CMG-US,2025Q1,2025,0.02666159199652023,62318.395,5812,20250205,76
Jim Sanderson,Northcoast Research,1406,CMG-US,2025Q1,2025,,62318.395,5812,20250205,76
Nick Setyan,Wedbush Securities,590,CMG-US,2025Q1,2025,0.02666159199652023,62318.395,5812,20250205,76
Andrew Strelzik,BMO Capital Markets,181,CMG-US,2025Q1,2025,0.02753153545019574,62318.395,5812,20250205,76
Danilo Gargiulo,Bernstein Research,1140,CMG-US,2024Q4,2024,,76577.73,5812,20240723,195
Lauren Silberman,Deutsche Bank Research,77,CMG-US,2024Q4,2024,0.024679217081850533,76577.73,5812,20241016,110
Andrew M. Charles,TD Cowen,917,CMG-US,2024Q4,2024,0.023622775800711746,76577.73,5812,20241030,96
Brian Vaccaro,Raymond James,402,CMG-US,2024Q4,2024,0.022377224199288257,76577.73,5812,20241213,52
Jeff Farmer,Gordon Haskett,2467,CMG-US,2024Q4,2024,0.02219928825622776,76577.73,5812,20241011,115
Logan Reich,RBC Capital Markets,1269,CMG-US,2024Q4,2024,0.02415658362989324,76577.73,5812,20241114,81
Steven Gojak,Cleveland Research Company,2295,CMG-US,2024Q4,2024,0.024141539145907474,76577.73,5812,20241204,61
David Palmer,Evercore ISI,1772,CMG-US,2024Q4,2024,0.02415658362989324,76577.73,5812,20250108,26
Sharon Zackfia,William Blair,198,CMG-US,2024Q4,2024,0.025040925266903914,76577.73,5812,20241204,61
Zachary Fadem,Wells Fargo Securities,596,CMG-US,2024Q4,2024,0.024690391459074732,76577.73,5812,20241211,54
Brian Bittner,Oppenheimer,498,CMG-US,2024Q4,2024,0.02326690391459075,76577.73,5812,20250103,31
Andy Barish,Jefferies,512,CMG-US,2024Q4,2024,0.023622775800711746,76577.73,5812,20241030,96
Mark Kalinowski,Kalinowski Equity Research,3202,CMG-US,2024Q4,2024,0.023444839857651247,76577.73,5812,20241030,96
Gregory Paul Francfort,Guggenheim Securities,1515,CMG-US,2024Q4,2024,0.022733096085409254,76577.73,5812,20241030,96
Brian Mullan,Piper Sandler Companies,570,CMG-US,2024Q4,2024,0.022911032028469752,76577.73,5812,20241030,96
Danilo Gargiulo,Bernstein Research,1140,CMG-US,2024Q3,2024,,81908.36,5812,20240626,124
Steven Gojak,Cleveland Research Company,2295,CMG-US,2024Q3,2024,0.021453669954857042,81908.36,5812,20240905,53
Zachary Fadem,Wells Fargo Securities,596,CMG-US,2024Q3,2024,0.02237418491890988,81908.36,5812,20240920,38
Lauren Silberman,Deutsche Bank Research,77,CMG-US,2024Q3,2024,0.022311402775455607,81908.36,5812,20240725,95
Jeff Farmer,Gordon Haskett,2467,CMG-US,2024Q3,2024,0.020033439224209998,81908.36,5812,20241011,17
Brian Mullan,Piper Sandler Companies,570,CMG-US,2024Q3,2024,0.021371008192609932,81908.36,5812,20241010,18
