analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Debjit Chattopadhyay,Guggenheim Securities,1515,VRTX-US,2024Q3,2024,0.026406325168901252,123396.08,2834,20240802,91
David Risinger,Leerink Partners,1079,VRTX-US,2024Q3,2024,0.03401995440189086,123396.08,2834,20240726,98
Naz Rahman,Maxim Group,1063,VRTX-US,2024Q3,2024,0.03471020100817838,123396.08,2834,20240819,74
Steve Chesney,Rothschild & Co Redburn,1652,VRTX-US,2024Q3,2024,,123396.08,2834,20240627,127
Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,VRTX-US,2024Q3,2024,0.027870484636783866,123396.08,2834,20240510,175
Joseph Stringer,Needham,477,VRTX-US,2024Q3,2024,0.03880984751824971,123396.08,2834,20240725,99
William Pickering,Bernstein Research,1140,VRTX-US,2024Q2,2024,,125961.016,2834,20240725,6
Whitney Ijem,Canaccord Genuity,466,VRTX-US,2024Q2,2024,0.0723045562566582,125961.016,2834,20240729,2
David Risinger,Leerink Partners,1079,VRTX-US,2024Q2,2024,0.07013295910841597,125961.016,2834,20240726,5
Joseph Stringer,Needham,477,VRTX-US,2024Q2,2024,0.07500880930918627,125961.016,2834,20240507,85
Phil Nadeau,TD Cowen,917,VRTX-US,2024Q2,2024,0.07103437679259197,125961.016,2834,20240507,85
Christopher Raymond,Piper Sandler Companies,570,VRTX-US,2024Q2,2024,0.06982565762517413,125961.016,2834,20240206,176
Olivia Brayer Saunders,Cantor Fitzgerald,1190,VRTX-US,2024Q2,2024,0.06964127673522903,125961.016,2834,20240507,85
Evan David Seigerman,BMO Capital Markets,181,VRTX-US,2024Q2,2024,0.07114684913545849,125961.016,2834,20240530,62
Steve Chesney,Rothschild & Co Redburn,1652,VRTX-US,2024Q2,2024,,125961.016,2834,20240627,34
Brian Abrahams,RBC Capital Markets,1269,VRTX-US,2024Q2,2024,0.06779746783577809,125961.016,2834,20240708,23
Naz Rahman,Maxim Group,1063,VRTX-US,2024Q2,2024,0.06851450463000902,125961.016,2834,20240507,85
Mohit Bansal,Wells Fargo Securities,596,VRTX-US,2024Q2,2024,0.07529562402687863,125961.016,2834,20240507,85
Joon Lee,Truist Securities,852,VRTX-US,2024Q2,2024,0.06357719413259035,125961.016,2834,20240507,85
Myles R. Minter,William Blair,198,VRTX-US,2024Q2,2024,0.08678869950012293,125961.016,2834,20240507,85
Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,VRTX-US,2024Q2,2024,0.06437617798901908,125961.016,2834,20240510,82
Hartaj Singh,Oppenheimer,498,VRTX-US,2024Q2,2024,0.06402790297467835,125961.016,2834,20240507,85
Mohit Bansal,Wells Fargo Securities,596,VRTX-US,2024Q1,2024,0.04558061612322464,103302.47,2834,20240426,7
Olivia Brayer Saunders,Cantor Fitzgerald,1190,VRTX-US,2024Q1,2024,0.03715393078615723,103302.47,2834,20240206,87
Christopher Raymond,Piper Sandler Companies,570,VRTX-US,2024Q1,2024,0.039779455891178234,103302.47,2834,20240206,87
Evan David Seigerman,BMO Capital Markets,181,VRTX-US,2024Q1,2024,0.04528330666133226,103302.47,2834,20240418,15
Brian Abrahams,RBC Capital Markets,1269,VRTX-US,2024Q1,2024,0.035878675735147025,103302.47,2834,20240206,87
William Pickering,Bernstein Research,1140,VRTX-US,2024Q1,2024,,103302.47,2834,20231229,126
Phil Nadeau,TD Cowen,917,VRTX-US,2024Q1,2024,0.04247324464892978,103302.47,2834,20240206,87
Myles R. Minter,William Blair,198,VRTX-US,2024Q1,2024,0.04373024604920984,103302.47,2834,20240206,87
Joon Lee,Truist Securities,852,VRTX-US,2024Q1,2024,0.03000250050010002,103302.47,2834,20240206,87
Hartaj Singh,Oppenheimer,498,VRTX-US,2024Q1,2024,0.03532856571314262,103302.47,2834,20240206,87
Naz Rahman,Maxim Group,1063,VRTX-US,2024Q1,2024,0.04125475095019004,103302.47,2834,20240206,87
Danielle Brill,Raymond James,402,VRTX-US,2024Q1,2024,0.04423034606921383,103302.47,2834,20240206,87
