analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Harshita Rawat,Bernstein Research,1140,V-US,2024Q3,2024,,466538.6,7389,20241021,7
Bryan C. Bergin,TD Cowen,917,V-US,2024Q3,2024,0.03594793941780944,466538.6,7389,20240409,202
Jeff Cantwell,Seaport Research Partners,1321,V-US,2024Q3,2024,0.03433671094561209,466538.6,7389,20241004,24
Bryan Keane,Deutsche Bank Research,77,V-US,2024Q3,2024,0.036485015575208564,466538.6,7389,20240126,276
Rufus Hone,BMO Capital Markets,181,V-US,2024Q3,2024,0.03662823588384833,466538.6,7389,20240412,199
John Davis,Raymond James,402,V-US,2024Q3,2024,0.03551827849189014,466538.6,7389,20231025,369
Donald Fandetti,Wells Fargo Securities,596,V-US,2024Q3,2024,0.036283791041569695,466538.6,7389,20240424,187
Dan Dolev,Mizuho Securities USA,1802,V-US,2024Q3,2024,0.034444126177091916,466538.6,7389,20240501,180
Fahed Kunwar,Rothschild & Co Redburn,1652,V-US,2024Q3,2024,,466538.6,7389,20240816,73
Kazuya Nishimura,Daiwa Securities Co. Ltd.,467,V-US,2024Q3,2024,0.03594793941780944,466538.6,7389,20240709,111
Dan Dolev,Mizuho Securities USA,1802,V-US,2024Q2,2024,0.03742578360458108,417842.9,7389,20240501,82
Harshita Rawat,Bernstein Research,1140,V-US,2024Q2,2024,,417842.9,7389,20240715,7
Moshe Orenbuch,TD Cowen,917,V-US,2024Q2,2024,0.038658830620855934,417842.9,7389,20240409,104
Rufus Hone,BMO Capital Markets,181,V-US,2024Q2,2024,0.039686181434599156,417842.9,7389,20240412,101
Bryan Keane,Deutsche Bank Research,77,V-US,2024Q2,2024,0.03972385473176612,417842.9,7389,20240126,178
Kazuya Nishimura,Daiwa Securities Co. Ltd.,467,V-US,2024Q2,2024,0.03919642857142857,417842.9,7389,20231115,250
David Togut,Evercore ISI,1772,V-US,2024Q2,2024,0.039309448462929476,417842.9,7389,20240624,28
